"Bin.Id"	"Community"	"Abundance_distribution"	"Taxonomic_distribution"	"Depth"	"Pipeline"	"Marker.lineage"	"Completeness"	"Contamination"	"Strain.heterogeneity"
"1079"	"A.3.R.30-8K-bin.21"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1080"	"A.3.R.30-8K-bin.22"	"A"	3	"R"	30	"8K"	"o__Rhizobiales (UID3481)"	94.68	0.46	0
"1081"	"A.3.R.30-8K-bin.23"	"A"	3	"R"	30	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1082"	"A.3.R.30-8K-bin.24"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3361)"	99.55	0.53	0
"1083"	"A.3.R.30-8K-bin.25"	"A"	3	"R"	30	"8K"	"o__Burkholderiales (UID4000)"	99.07	0	0
"1084"	"A.3.R.30-8K-bin.26"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1085"	"A.3.R.30-8K-bin.27"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1086"	"A.3.R.30-8K-bin.28"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	99.9	0.5	0
"1087"	"A.3.R.30-8K-bin.29"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1088"	"A.3.R.30-8K-bin.3"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	98.37	0	0
"1089"	"A.3.R.30-8K-bin.30"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	99.9	0.5	0
"1090"	"A.3.R.30-8K-bin.31"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1091"	"A.3.R.30-8K-bin.32"	"A"	3	"R"	30	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1092"	"A.3.R.30-8K-bin.33"	"A"	3	"R"	30	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1093"	"A.3.R.30-8K-bin.34"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1094"	"A.3.R.30-8K-bin.35"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1095"	"A.3.R.30-8K-bin.36"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1096"	"A.3.R.30-8K-bin.37"	"A"	3	"R"	30	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1097"	"A.3.R.30-8K-bin.38"	"A"	3	"R"	30	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1098"	"A.3.R.30-8K-bin.39"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1099"	"A.3.R.30-8K-bin.4"	"A"	3	"R"	30	"8K"	"o__Burkholderiales (UID4000)"	99.07	0	0
"1100"	"A.3.R.30-8K-bin.40"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1101"	"A.3.R.30-8K-bin.41"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1102"	"A.3.R.30-8K-bin.42"	"A"	3	"R"	30	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1103"	"A.3.R.30-8K-bin.43"	"A"	3	"R"	30	"8K"	"o__Rhizobiales (UID3481)"	94.68	0.46	0
"1104"	"A.3.R.30-8K-bin.44"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1105"	"A.3.R.30-8K-bin.45"	"A"	3	"R"	30	"8K"	"o__Rhizobiales (UID3481)"	94.68	0.46	0
"1106"	"A.3.R.30-8K-bin.46"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3361)"	99.55	0.53	0
"1107"	"A.3.R.30-8K-bin.47"	"A"	3	"R"	30	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1108"	"A.3.R.30-8K-bin.48"	"A"	3	"R"	30	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1109"	"A.3.R.30-8K-bin.49"	"A"	3	"R"	30	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1110"	"A.3.R.30-8K-bin.5"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	99.9	0.5	0
"1111"	"A.3.R.30-8K-bin.6"	"A"	3	"R"	30	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1112"	"A.3.R.30-8K-bin.7"	"A"	3	"R"	30	"8K"	"o__Rhodospirillales (UID3754)"	100	0.5	0
"1113"	"A.3.R.30-8K-bin.8"	"A"	3	"R"	30	"8K"	"o__Burkholderiales (UID4000)"	99.07	0	0
"1114"	"A.3.R.30-8K-bin.9"	"A"	3	"R"	30	"8K"	"p__Euryarchaeota (UID49)"	94.12	0	0
"1115"	"A.3.R.30-DT-bin.1"	"A"	3	"R"	30	"DT"	"f__Rhodobacteraceae (UID3356)"	98.94	0.4	20
"1116"	"A.3.R.30-DT-bin.10"	"A"	3	"R"	30	"DT"	"f__Rhodobacteraceae (UID3356)"	96.31	0.97	0
"1117"	"A.3.R.30-DT-bin.11"	"A"	3	"R"	30	"DT"	"k__Bacteria (UID3060)"	99.39	0	0
"1118"	"A.3.R.30-DT-bin.12"	"A"	3	"R"	30	"DT"	"f__Rhizobiaceae (UID3564)"	99.94	0.85	22.22
"1119"	"A.3.R.30-DT-bin.13"	"A"	3	"R"	30	"DT"	"c__Betaproteobacteria (UID3959)"	99.51	0.55	25
"1120"	"A.3.R.30-DT-bin.14"	"A"	3	"R"	30	"DT"	"o__Actinomycetales (UID1815)"	98.77	1.13	25
"1121"	"A.3.R.30-DT-bin.15"	"A"	3	"R"	30	"DT"	"c__Betaproteobacteria (UID3959)"	98.33	0	0
"1122"	"A.3.R.30-DT-bin.16"	"A"	3	"R"	30	"DT"	"k__Bacteria (UID2570)"	98.9	2.47	0
"1123"	"A.3.R.30-DT-bin.17"	"A"	3	"R"	30	"DT"	"p__Euryarchaeota (UID49)"	76.95	2.94	40
"1124"	"A.3.R.30-DT-bin.18"	"A"	3	"R"	30	"DT"	"p__Euryarchaeota (UID49)"	99.35	2.61	14.29
"1125"	"A.3.R.30-DT-bin.19"	"A"	3	"R"	30	"DT"	"f__Rhodobacteraceae (UID3361)"	99.25	0.83	0
"1126"	"A.3.R.30-DT-bin.2"	"A"	3	"R"	30	"DT"	"o__Burkholderiales (UID4000)"	100	0	0
"1127"	"A.3.R.30-DT-bin.20"	"A"	3	"R"	30	"DT"	"f__Halobacteriaceae (UID96)"	88.78	2.78	81.82
"1129"	"A.3.R.30-DT-bin.22"	"A"	3	"R"	30	"DT"	"g__Vibrio (UID4878)"	99.86	0.03	0
"1130"	"A.3.R.30-DT-bin.23"	"A"	3	"R"	30	"DT"	"f__Rhodobacteraceae (UID3340)"	99.39	0	0
"1131"	"A.3.R.30-DT-bin.24"	"A"	3	"R"	30	"DT"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1132"	"A.3.R.30-DT-bin.25"	"A"	3	"R"	30	"DT"	"f__Bacillaceae (UID829)"	98.99	0	0
"1133"	"A.3.R.30-DT-bin.26"	"A"	3	"R"	30	"DT"	"f__Halobacteriaceae (UID96)"	82.57	1.75	91.67
"1134"	"A.3.R.30-DT-bin.27"	"A"	3	"R"	30	"DT"	"k__Bacteria (UID3060)"	98.78	1.32	0
"1135"	"A.3.R.30-DT-bin.28"	"A"	3	"R"	30	"DT"	"o__Actinomycetales (UID1814)"	99.28	0.51	33.33
"1136"	"A.3.R.30-DT-bin.29"	"A"	3	"R"	30	"DT"	"o__Rhodospirillales (UID3754)"	99.9	1	0
"1137"	"A.3.R.30-DT-bin.3"	"A"	3	"R"	30	"DT"	"o__Flavobacteriales (UID2815)"	99.51	3.04	23.08
"1138"	"A.3.R.30-DT-bin.4"	"A"	3	"R"	30	"DT"	"f__Halobacteriaceae (UID96)"	99.54	3.34	21.62
"1139"	"A.3.R.30-DT-bin.5"	"A"	3	"R"	30	"DT"	"k__Bacteria (UID2570)"	98.91	0	0
"1140"	"A.3.R.30-DT-bin.6"	"A"	3	"R"	30	"DT"	"k__Bacteria (UID3060)"	98.78	0	0
"1141"	"A.3.R.30-DT-bin.7"	"A"	3	"R"	30	"DT"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1142"	"A.3.R.30-DT-bin.8"	"A"	3	"R"	30	"DT"	"k__Bacteria (UID2570)"	100	0.55	0
"1143"	"A.3.R.30-DT-bin.9"	"A"	3	"R"	30	"DT"	"o__Rhizobiales (UID3481)"	94.68	0.46	0
"1144"	"A.3.R.30-MM-bin.1"	"A"	3	"R"	30	"MM"	"f__Rhodobacteraceae (UID3356)"	99.24	0.33	0
"1145"	"A.3.R.30-MM-bin.10"	"A"	3	"R"	30	"MM"	"k__Bacteria (UID3060)"	99.39	0.41	0
"1146"	"A.3.R.30-MM-bin.11"	"A"	3	"R"	30	"MM"	"o__Flavobacteriales (UID2815)"	99.02	0.25	0
"1148"	"A.3.R.30-MM-bin.13"	"A"	3	"R"	30	"MM"	"f__Rhizobiaceae (UID3564)"	99.49	0.02	100
"1149"	"A.3.R.30-MM-bin.14"	"A"	3	"R"	30	"MM"	"o__Actinomycetales (UID1814)"	97.13	1.26	50
"1150"	"A.3.R.30-MM-bin.15"	"A"	3	"R"	30	"MM"	"g__Vibrio (UID4878)"	94.67	0.31	14.29
"1151"	"A.3.R.30-MM-bin.16"	"A"	3	"R"	30	"MM"	"k__Bacteria (UID2570)"	96.72	1.69	0
"1152"	"A.3.R.30-MM-bin.17"	"A"	3	"R"	30	"MM"	"f__Rhodobacteraceae (UID3361)"	99.25	0.83	0
"1153"	"A.3.R.30-MM-bin.18"	"A"	3	"R"	30	"MM"	"f__Rhodobacteraceae (UID3356)"	98.33	0.3	0
"1155"	"A.3.R.30-MM-bin.2"	"A"	3	"R"	30	"MM"	"f__Bacillaceae (UID829)"	96.67	0.65	66.67
"1156"	"A.3.R.30-MM-bin.3"	"A"	3	"R"	30	"MM"	"o__Burkholderiales (UID4000)"	99.53	0	0
"1157"	"A.3.R.30-MM-bin.4"	"A"	3	"R"	30	"MM"	"o__Actinomycetales (UID1815)"	97.64	1.07	0
"1158"	"A.3.R.30-MM-bin.5"	"A"	3	"R"	30	"MM"	"k__Bacteria (UID3060)"	98.78	0	0
"1159"	"A.3.R.30-MM-bin.6"	"A"	3	"R"	30	"MM"	"f__Rhodobacteraceae (UID3340)"	98.48	0	0
"1160"	"A.3.R.30-MM-bin.7"	"A"	3	"R"	30	"MM"	"k__Bacteria (UID2570)"	98.35	0.27	0
"1161"	"A.3.R.30-MM-bin.8"	"A"	3	"R"	30	"MM"	"o__Rhizobiales (UID3481)"	92.92	4.16	12.5
"1162"	"A.3.R.30-MM-bin.9"	"A"	3	"R"	30	"MM"	"k__Bacteria (UID2570)"	96.13	1.1	0
"1163"	"A.3.R.60-8K-bin.1"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1164"	"A.3.R.60-8K-bin.10"	"A"	3	"R"	60	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1165"	"A.3.R.60-8K-bin.11"	"A"	3	"R"	60	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1166"	"A.3.R.60-8K-bin.12"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1167"	"A.3.R.60-8K-bin.13"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1168"	"A.3.R.60-8K-bin.14"	"A"	3	"R"	60	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1169"	"A.3.R.60-8K-bin.15"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1170"	"A.3.R.60-8K-bin.16"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1171"	"A.3.R.60-8K-bin.17"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"1172"	"A.3.R.60-8K-bin.18"	"A"	3	"R"	60	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1173"	"A.3.R.60-8K-bin.19"	"A"	3	"R"	60	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1174"	"A.3.R.60-8K-bin.2"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1175"	"A.3.R.60-8K-bin.20"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1176"	"A.3.R.60-8K-bin.21"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1177"	"A.3.R.60-8K-bin.22"	"A"	3	"R"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1178"	"A.3.R.60-8K-bin.23"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	99.5	0.5	0
"1179"	"A.3.R.60-8K-bin.24"	"A"	3	"R"	60	"8K"	"o__Burkholderiales (UID4000)"	93.46	0	0
"1180"	"A.3.R.60-8K-bin.25"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1181"	"A.3.R.60-8K-bin.26"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1182"	"A.3.R.60-8K-bin.27"	"A"	3	"R"	60	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1183"	"A.3.R.60-8K-bin.28"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1184"	"A.3.R.60-8K-bin.29"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1185"	"A.3.R.60-8K-bin.3"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1186"	"A.3.R.60-8K-bin.30"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	99.5	0.5	0
"1187"	"A.3.R.60-8K-bin.31"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	96.52	0	0
"1188"	"A.3.R.60-8K-bin.32"	"A"	3	"R"	60	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1189"	"A.3.R.60-8K-bin.33"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1190"	"A.3.R.60-8K-bin.34"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"1191"	"A.3.R.60-8K-bin.35"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1192"	"A.3.R.60-8K-bin.36"	"A"	3	"R"	60	"8K"	"o__Burkholderiales (UID4000)"	93.46	0	0
"1193"	"A.3.R.60-8K-bin.37"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1194"	"A.3.R.60-8K-bin.38"	"A"	3	"R"	60	"8K"	"o__Burkholderiales (UID4000)"	93.46	0	0
"1195"	"A.3.R.60-8K-bin.39"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0.5	0
"1196"	"A.3.R.60-8K-bin.4"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"1197"	"A.3.R.60-8K-bin.40"	"A"	3	"R"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1198"	"A.3.R.60-8K-bin.41"	"A"	3	"R"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1199"	"A.3.R.60-8K-bin.42"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1200"	"A.3.R.60-8K-bin.43"	"A"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"1201"	"A.3.R.60-8K-bin.44"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1202"	"A.3.R.60-8K-bin.45"	"A"	3	"R"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1203"	"A.3.R.60-8K-bin.46"	"A"	3	"R"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1204"	"A.3.R.60-8K-bin.5"	"A"	3	"R"	60	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"1205"	"A.3.R.60-8K-bin.6"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	88.06	0	0
"1206"	"A.3.R.60-8K-bin.7"	"A"	3	"R"	60	"8K"	"p__Euryarchaeota (UID49)"	71.24	0	0
"1207"	"A.3.R.60-8K-bin.8"	"A"	3	"R"	60	"8K"	"o__Burkholderiales (UID4000)"	93.46	0	0
"1208"	"A.3.R.60-8K-bin.9"	"A"	3	"R"	60	"8K"	"o__Rhodospirillales (UID3754)"	90.05	1	0
"1209"	"A.3.R.60-DT-bin.1"	"A"	3	"R"	60	"DT"	"f__Bacillaceae (UID829)"	99.06	0.03	0
"1210"	"A.3.R.60-DT-bin.10"	"A"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3356)"	96.31	0.83	0
"1213"	"A.3.R.60-DT-bin.13"	"A"	3	"R"	60	"DT"	"f__Halobacteriaceae (UID96)"	99.42	0.05	0
"1214"	"A.3.R.60-DT-bin.14"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID3060)"	99.19	0	0
"1215"	"A.3.R.60-DT-bin.15"	"A"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3356)"	92.84	0.31	0
"1216"	"A.3.R.60-DT-bin.16"	"A"	3	"R"	60	"DT"	"o__Rhodospirillales (UID3754)"	99	1	0
"1217"	"A.3.R.60-DT-bin.17"	"A"	3	"R"	60	"DT"	"f__Rhizobiaceae (UID3563)"	96.39	0.84	60
"1218"	"A.3.R.60-DT-bin.18"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID2570)"	100	0	0
"1219"	"A.3.R.60-DT-bin.19"	"A"	3	"R"	60	"DT"	"g__Vibrio (UID4878)"	99.86	0.03	0
"1220"	"A.3.R.60-DT-bin.2"	"A"	3	"R"	60	"DT"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1221"	"A.3.R.60-DT-bin.20"	"A"	3	"R"	60	"DT"	"o__Burkholderiales (UID4000)"	98.13	0	0
"1222"	"A.3.R.60-DT-bin.21"	"A"	3	"R"	60	"DT"	"c__Betaproteobacteria (UID3959)"	99.51	1.84	0
"1223"	"A.3.R.60-DT-bin.22"	"A"	3	"R"	60	"DT"	"p__Euryarchaeota (UID49)"	84.12	3.7	0
"1224"	"A.3.R.60-DT-bin.23"	"A"	3	"R"	60	"DT"	"o__Actinomycetales (UID1814)"	94.5	0.54	50
"1225"	"A.3.R.60-DT-bin.24"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID3060)"	98.78	0.91	0
"1226"	"A.3.R.60-DT-bin.25"	"A"	3	"R"	60	"DT"	"p__Euryarchaeota (UID49)"	99.35	0.81	0
"1227"	"A.3.R.60-DT-bin.26"	"A"	3	"R"	60	"DT"	"o__Rhodospirillales (UID3754)"	99.4	0.5	0
"1228"	"A.3.R.60-DT-bin.27"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID2570)"	98.91	0	0
"1229"	"A.3.R.60-DT-bin.28"	"A"	3	"R"	60	"DT"	"o__Flavobacteriales (UID2815)"	99.51	0.36	75
"1230"	"A.3.R.60-DT-bin.29"	"A"	3	"R"	60	"DT"	"f__Rhizobiaceae (UID3564)"	99.66	0.94	16.67
"1231"	"A.3.R.60-DT-bin.3"	"A"	3	"R"	60	"DT"	"o__Actinomycetales (UID1814)"	99.44	0.39	50
"1232"	"A.3.R.60-DT-bin.30"	"A"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3361)"	99.25	0.83	0
"1233"	"A.3.R.60-DT-bin.31"	"A"	3	"R"	60	"DT"	"f__Bacillaceae (UID829)"	98.49	2.38	85.71
"1234"	"A.3.R.60-DT-bin.32"	"A"	3	"R"	60	"DT"	"f__Halobacteriaceae (UID96)"	86.04	0.32	100
"1235"	"A.3.R.60-DT-bin.33"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID3060)"	99.39	0.41	0
"1236"	"A.3.R.60-DT-bin.34"	"A"	3	"R"	60	"DT"	"p__Euryarchaeota (UID49)"	100	0	0
"1237"	"A.3.R.60-DT-bin.4"	"A"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	99.39	3.07	0
"1238"	"A.3.R.60-DT-bin.5"	"A"	3	"R"	60	"DT"	"c__Betaproteobacteria (UID3959)"	98.28	1.84	0
"1240"	"A.3.R.60-DT-bin.7"	"A"	3	"R"	60	"DT"	"o__Actinomycetales (UID1815)"	99.33	2.09	33.33
"1241"	"A.3.R.60-DT-bin.8"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID2565)"	95.49	0	0
"1242"	"A.3.R.60-DT-bin.9"	"A"	3	"R"	60	"DT"	"k__Bacteria (UID2570)"	98.9	0.27	0
"1243"	"A.3.R.60-MM-bin.1"	"A"	3	"R"	60	"MM"	"k__Bacteria (UID3060)"	99.19	0	0
"1244"	"A.3.R.60-MM-bin.10"	"A"	3	"R"	60	"MM"	"o__Flavobacteriales (UID2815)"	97.88	0	0
"1245"	"A.3.R.60-MM-bin.11"	"A"	3	"R"	60	"MM"	"o__Rhodospirillales (UID3754)"	90.05	0	0
"1246"	"A.3.R.60-MM-bin.12"	"A"	3	"R"	60	"MM"	"k__Bacteria (UID3060)"	99.39	0	0
"1247"	"A.3.R.60-MM-bin.13"	"A"	3	"R"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	95.45	1.71	0
"1248"	"A.3.R.60-MM-bin.14"	"A"	3	"R"	60	"MM"	"k__Bacteria (UID2570)"	98.34	0	0
"1249"	"A.3.R.60-MM-bin.15"	"A"	3	"R"	60	"MM"	"f__Rhodobacteraceae (UID3361)"	99.25	0.87	0
"1250"	"A.3.R.60-MM-bin.16"	"A"	3	"R"	60	"MM"	"k__Bacteria (UID3060)"	91.46	1.45	0
"1251"	"A.3.R.60-MM-bin.17"	"A"	3	"R"	60	"MM"	"o__Actinomycetales (UID1814)"	91.83	0.26	100
"1252"	"A.3.R.60-MM-bin.18"	"A"	3	"R"	60	"MM"	"o__Burkholderiales (UID4000)"	99.07	0	0
"1253"	"A.3.R.60-MM-bin.2"	"A"	3	"R"	60	"MM"	"f__Bacillaceae (UID829)"	93.46	0.03	0
"1255"	"A.3.R.60-MM-bin.4"	"A"	3	"R"	60	"MM"	"f__Rhodobacteraceae (UID3356)"	99.24	0.3	0
"1256"	"A.3.R.60-MM-bin.5"	"A"	3	"R"	60	"MM"	"k__Bacteria (UID2570)"	98.9	0.27	0
"1257"	"A.3.R.60-MM-bin.6"	"A"	3	"R"	60	"MM"	"o__Rhodospirillales (UID3754)"	97.96	2.02	16.67
"1258"	"A.3.R.60-MM-bin.7"	"A"	3	"R"	60	"MM"	"k__Bacteria (UID2570)"	98.91	0	0
"1259"	"A.3.R.60-MM-bin.8"	"A"	3	"R"	60	"MM"	"f__Rhodobacteraceae (UID3356)"	99.24	0.63	0
"1260"	"A.3.R.60-MM-bin.9"	"A"	3	"R"	60	"MM"	"o__Rhodospirillales (UID3754)"	99.4	0.5	0
"1261"	"A.3.V.60-8K-bin.1"	"A"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1262"	"A.3.V.60-8K-bin.10"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1263"	"A.3.V.60-8K-bin.11"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	97.15	0	0
"1264"	"A.3.V.60-8K-bin.12"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1265"	"A.3.V.60-8K-bin.13"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1266"	"A.3.V.60-8K-bin.14"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	95.52	0	0
"1267"	"A.3.V.60-8K-bin.15"	"A"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"1268"	"A.3.V.60-8K-bin.16"	"A"	3	"V"	60	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"1269"	"A.3.V.60-8K-bin.17"	"A"	3	"V"	60	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1270"	"A.3.V.60-8K-bin.18"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	97.15	0	0
"1271"	"A.3.V.60-8K-bin.19"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1272"	"A.3.V.60-8K-bin.2"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	98.91	0.5	0
"1273"	"A.3.V.60-8K-bin.20"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1274"	"A.3.V.60-8K-bin.21"	"A"	3	"V"	60	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1275"	"A.3.V.60-8K-bin.22"	"A"	3	"V"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1276"	"A.3.V.60-8K-bin.23"	"A"	3	"V"	60	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1277"	"A.3.V.60-8K-bin.24"	"A"	3	"V"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"1278"	"A.3.V.60-8K-bin.25"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	98.58	0	0
"1279"	"A.3.V.60-8K-bin.26"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0.5	0
"1280"	"A.3.V.60-8K-bin.27"	"A"	3	"V"	60	"8K"	"p__Euryarchaeota (UID49)"	97.39	0	0
"1281"	"A.3.V.60-8K-bin.28"	"A"	3	"V"	60	"8K"	"g__Vibrio (UID4878)"	98.78	0.03	0
"1282"	"A.3.V.60-8K-bin.29"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1283"	"A.3.V.60-8K-bin.3"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	97.15	0	0
"1284"	"A.3.V.60-8K-bin.30"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1285"	"A.3.V.60-8K-bin.31"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID3060)"	97.15	0	0
"1286"	"A.3.V.60-8K-bin.32"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	98.91	0.5	0
"1287"	"A.3.V.60-8K-bin.33"	"A"	3	"V"	60	"8K"	"o__Rhizobiales (UID3481)"	92.49	0.48	25
"1288"	"A.3.V.60-8K-bin.34"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"1289"	"A.3.V.60-8K-bin.35"	"A"	3	"V"	60	"8K"	"o__Rhodospirillales (UID3754)"	98.51	0.5	0
"1290"	"A.3.V.60-8K-bin.36"	"A"	3	"V"	60	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"1291"	"A.3.V.60-8K-bin.37"	"A"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3361)"	99.55	0.53	0
"1292"	"A.3.V.60-8K-bin.38"	"A"	3	"V"	60	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
